,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig_lfc1,sig_lfc1.5,sig_lfc2,sig_lfc3
TEX264,0.760776318,8.608035145,2.340470276,0.023986765,0.868822494,-3.504306991,Not Significant,Not Significant,Not Significant,Not Significant
ZBTB25,0.56427147,7.228032696,2.340192732,0.024002519,0.868822494,-3.504645436,Not Significant,Not Significant,Not Significant,Not Significant
SMYD2,-0.471449161,7.838867524,-2.339532417,0.024040036,0.868822494,-3.505450536,Not Significant,Not Significant,Not Significant,Not Significant
HEATR1,-0.453009601,7.192710605,-2.334570939,0.024323623,0.868822494,-3.511494966,Not Significant,Not Significant,Not Significant,Not Significant
SDHB,0.453351329,7.777520019,2.333920625,0.024361015,0.868822494,-3.512286581,Not Significant,Not Significant,Not Significant,Not Significant
WDR83OS,0.555568075,11.53071731,2.331212657,0.024517275,0.868822494,-3.515581328,Not Significant,Not Significant,Not Significant,Not Significant
SPON1,1.786289553,10.02184988,2.331047957,0.024526807,0.868822494,-3.515781633,Significant,Significant,Not Significant,Not Significant
DHCR7,0.863623416,9.096104357,2.329360512,0.024624667,0.868822494,-3.517833313,Not Significant,Not Significant,Not Significant,Not Significant
USP25,0.718739286,6.706765027,2.329233423,0.024632051,0.868822494,-3.517987793,Not Significant,Not Significant,Not Significant,Not Significant
ACOT7,-0.624959945,7.824434524,-2.326660755,0.024781962,0.868822494,-3.521113711,Not Significant,Not Significant,Not Significant,Not Significant
USE1,0.682839238,8.078551063,2.325559199,0.0248464,0.868822494,-3.522451438,Not Significant,Not Significant,Not Significant,Not Significant
TOR3A,-0.620521389,8.556486286,-2.321246487,0.025100129,0.869639655,-3.527684633,Not Significant,Not Significant,Not Significant,Not Significant
RAB3A,0.538625262,7.347073245,2.319887747,0.025180547,0.869639655,-3.529332004,Not Significant,Not Significant,Not Significant,Not Significant
RNF123,0.509466807,8.529319871,2.319330568,0.02521359,0.869639655,-3.530007352,Not Significant,Not Significant,Not Significant,Not Significant
PTGS1,1.113788877,10.74894329,2.31033555,0.025752447,0.880649154,-3.540894743,Significant,Not Significant,Not Significant,Not Significant
RANBP2,-0.535165404,8.13060763,-2.310129561,0.025764907,0.880649154,-3.541143729,Not Significant,Not Significant,Not Significant,Not Significant
RASSF1,0.455403899,8.557325123,2.303379259,0.026176216,0.889793336,-3.549294645,Not Significant,Not Significant,Not Significant,Not Significant
HECTD3,0.629690059,9.546758211,2.300418332,0.026358478,0.889793336,-3.55286477,Not Significant,Not Significant,Not Significant,Not Significant
IFI16,-1.128298587,10.94197312,-2.293806245,0.026769592,0.889793336,-3.560825876,Significant,Not Significant,Not Significant,Not Significant
IRS2,-1.179390611,9.883118574,-2.293407597,0.026794561,0.889793336,-3.561305353,Significant,Not Significant,Not Significant,Not Significant
MED23,-0.551910283,7.739782206,-2.293249523,0.026804467,0.889793336,-3.561495462,Not Significant,Not Significant,Not Significant,Not Significant
RAB31,-1.263006183,10.11249504,-2.292904301,0.026826114,0.889793336,-3.561910615,Significant,Not Significant,Not Significant,Not Significant
MRM3,0.717747443,7.96991575,2.289826801,0.027019773,0.889793336,-3.565609614,Not Significant,Not Significant,Not Significant,Not Significant
MDK,-1.415868312,10.6644731,-2.28929847,0.027053145,0.889793336,-3.566244297,Significant,Not Significant,Not Significant,Not Significant
DNASE1L2,0.372268233,6.63859386,2.288750368,0.027087805,0.889793336,-3.566902624,Not Significant,Not Significant,Not Significant,Not Significant
FBL,0.67118146,11.85880064,2.283298489,0.027434724,0.89104716,-3.57344497,Not Significant,Not Significant,Not Significant,Not Significant
SSX2IP,-0.664833593,7.978485367,-2.277908263,0.027781615,0.89104716,-3.579902729,Not Significant,Not Significant,Not Significant,Not Significant
PECR,-0.652271424,7.954972733,-2.276332952,0.027883732,0.89104716,-3.581788036,Not Significant,Not Significant,Not Significant,Not Significant
ATP5MC1,0.641046027,10.43594509,2.275460524,0.02794043,0.89104716,-3.582831755,Not Significant,Not Significant,Not Significant,Not Significant
RPL6,0.367436005,13.09253178,2.274375281,0.028011101,0.89104716,-3.584129686,Not Significant,Not Significant,Not Significant,Not Significant
ALDH18A1,-0.590846726,10.50756733,-2.270568605,0.028260257,0.89104716,-3.588679007,Not Significant,Not Significant,Not Significant,Not Significant
MARF1,-0.548179433,7.396755059,-2.270509134,0.028264165,0.89104716,-3.588750038,Not Significant,Not Significant,Not Significant,Not Significant
PXDC1,0.491806153,8.24065795,2.270106924,0.028290609,0.89104716,-3.589230398,Not Significant,Not Significant,Not Significant,Not Significant
SEPTIN8,-0.614118011,8.385705648,-2.269442084,0.028334368,0.89104716,-3.590024286,Not Significant,Not Significant,Not Significant,Not Significant
BTN2A2,-0.424467191,6.789673983,-2.262938091,0.028765651,0.89104716,-3.597782218,Not Significant,Not Significant,Not Significant,Not Significant
ATF5,0.56392669,7.407868548,2.261725473,0.028846705,0.89104716,-3.59922691,Not Significant,Not Significant,Not Significant,Not Significant
JADE1,-0.574181937,7.52060115,-2.260088331,0.028956457,0.89104716,-3.601176517,Not Significant,Not Significant,Not Significant,Not Significant
EDAR,-0.662617739,7.656822397,-2.25697425,0.029166249,0.89104716,-3.604882236,Not Significant,Not Significant,Not Significant,Not Significant
SLC17A9,-0.521822148,7.960989073,-2.256428351,0.029203164,0.89104716,-3.605531482,Not Significant,Not Significant,Not Significant,Not Significant
REM1,0.356862515,7.332458887,2.255363821,0.029275271,0.89104716,-3.606797229,Not Significant,Not Significant,Not Significant,Not Significant
FOLR3,1.085495912,7.134749414,2.252636315,0.029460747,0.89104716,-3.610038386,Significant,Not Significant,Not Significant,Not Significant
PUS7L,-0.674379548,7.439978892,-2.252512638,0.029469182,0.89104716,-3.610185289,Not Significant,Not Significant,Not Significant,Not Significant
CRADD,0.425020355,8.18868052,2.251907379,0.029510492,0.89104716,-3.610904133,Not Significant,Not Significant,Not Significant,Not Significant
IGF1,1.280434531,8.027080845,2.251519367,0.029537002,0.89104716,-3.611364889,Significant,Not Significant,Not Significant,Not Significant
KDM8,0.277464224,6.601462971,2.247197048,0.029833752,0.89104716,-3.616493805,Not Significant,Not Significant,Not Significant,Not Significant
EXOC7,0.394177281,8.342266944,2.245916267,0.029922193,0.89104716,-3.61801227,Not Significant,Not Significant,Not Significant,Not Significant
RPS23,-0.676852288,11.16070721,-2.244168555,0.030043252,0.89104716,-3.620083341,Not Significant,Not Significant,Not Significant,Not Significant
OTUD4,-0.430881658,7.119698819,-2.244145611,0.030044845,0.89104716,-3.620110523,Not Significant,Not Significant,Not Significant,Not Significant
RPL4,0.459845126,13.18310368,2.242748776,0.030141917,0.89104716,-3.621764974,Not Significant,Not Significant,Not Significant,Not Significant
LMAN1L,0.345533159,7.239995541,2.242632538,0.030150008,0.89104716,-3.621902618,Not Significant,Not Significant,Not Significant,Not Significant
ATM,-0.284039785,6.737440654,-2.23888974,0.030411552,0.89104716,-3.626331973,Not Significant,Not Significant,Not Significant,Not Significant
PDXK,0.484174793,8.819869697,2.238049429,0.030470549,0.89104716,-3.627325712,Not Significant,Not Significant,Not Significant,Not Significant
RFNG,0.657007396,9.059892709,2.237008135,0.030543798,0.89104716,-3.628556768,Not Significant,Not Significant,Not Significant,Not Significant
FNDC4,0.465090382,8.353760669,2.233023286,0.030825556,0.89104716,-3.633264083,Not Significant,Not Significant,Not Significant,Not Significant
FAM50B,0.782734339,8.286317253,2.231944779,0.030902211,0.89104716,-3.634537112,Not Significant,Not Significant,Not Significant,Not Significant
NREP,-0.749467387,7.747545736,-2.231725818,0.030917794,0.89104716,-3.634795512,Not Significant,Not Significant,Not Significant,Not Significant
FERMT2,0.71233441,8.478314761,2.231516144,0.030932723,0.89104716,-3.635042937,Not Significant,Not Significant,Not Significant,Not Significant
KBTBD2,-0.624438789,8.483860437,-2.230556751,0.031001114,0.89104716,-3.636174851,Not Significant,Not Significant,Not Significant,Not Significant
SLC17A5,-0.628960812,8.910774416,-2.228271429,0.031164565,0.89236499,-3.638869749,Not Significant,Not Significant,Not Significant,Not Significant
ERBIN,-0.525871299,7.839355216,-2.223473884,0.03151019,0.893015347,-3.644520777,Not Significant,Not Significant,Not Significant,Not Significant
SULT4A1,0.627996621,7.155100107,2.221749775,0.031635227,0.893015347,-3.646549507,Not Significant,Not Significant,Not Significant,Not Significant
RAB36,-0.759389208,8.174193541,-2.219999863,0.031762586,0.893015347,-3.648607462,Not Significant,Not Significant,Not Significant,Not Significant
ANO10,0.548340776,8.932123104,2.217454532,0.031948647,0.893015347,-3.651598812,Not Significant,Not Significant,Not Significant,Not Significant
PTGER1,0.302386241,7.338633794,2.216344685,0.032030078,0.893015347,-3.652902378,Not Significant,Not Significant,Not Significant,Not Significant
EBAG9,0.981557972,10.19457299,2.215592988,0.032085336,0.893015347,-3.653785018,Not Significant,Not Significant,Not Significant,Not Significant
SORBS1,-0.500107437,7.479326739,-2.215021565,0.032127398,0.893015347,-3.654455839,Not Significant,Not Significant,Not Significant,Not Significant
SAP30,-0.506245066,7.148179811,-2.215002794,0.032128781,0.893015347,-3.654477874,Not Significant,Not Significant,Not Significant,Not Significant
SMAD3,0.425944386,7.981084445,2.207536637,0.032682895,0.895409612,-3.663231445,Not Significant,Not Significant,Not Significant,Not Significant
KRI1,0.397883038,8.05935585,2.202439344,0.03306605,0.895409612,-3.669195637,Not Significant,Not Significant,Not Significant,Not Significant
TAF9,-0.578642699,9.720093765,-2.197240082,0.033460965,0.895409612,-3.675269043,Not Significant,Not Significant,Not Significant,Not Significant
ARAP3,-0.395937818,7.766590322,-2.195258001,0.033612612,0.895409612,-3.67758168,Not Significant,Not Significant,Not Significant,Not Significant
PIN4,-0.457413519,8.766834902,-2.195142525,0.033621466,0.895409612,-3.677716368,Not Significant,Not Significant,Not Significant,Not Significant
KTN1,0.53041546,11.11711227,2.193691044,0.033732929,0.895409612,-3.679408908,Not Significant,Not Significant,Not Significant,Not Significant
CNN1,0.876895961,7.328017025,2.192180885,0.033849245,0.895409612,-3.681169024,Not Significant,Not Significant,Not Significant,Not Significant
CEP72,-0.660821618,7.489759271,-2.190900914,0.033948109,0.895409612,-3.682660176,Not Significant,Not Significant,Not Significant,Not Significant
PIGP,0.741532845,10.56093735,2.187949276,0.034177066,0.895409612,-3.686096432,Not Significant,Not Significant,Not Significant,Not Significant
AQP6,-0.322503076,7.455563871,-2.187922779,0.034179128,0.895409612,-3.686127264,Not Significant,Not Significant,Not Significant,Not Significant
POLR2H,-0.510999522,10.96041447,-2.187226292,0.034233356,0.895409612,-3.686937615,Not Significant,Not Significant,Not Significant,Not Significant
AK4,0.94121606,9.319295734,2.186586853,0.034283209,0.895409612,-3.687681429,Not Significant,Not Significant,Not Significant,Not Significant
ADIRF,2.519032566,8.929106546,2.185980301,0.034330558,0.895409612,-3.688386845,Significant,Significant,Significant,Not Significant
ATP5PF,0.613096182,11.78255768,2.184679723,0.034432278,0.895409612,-3.689898936,Not Significant,Not Significant,Not Significant,Not Significant
DELE1,-0.429788841,7.784845962,-2.182402383,0.034611035,0.895409612,-3.692545091,Not Significant,Not Significant,Not Significant,Not Significant
NDRG2,-0.667449014,7.957875453,-2.182140125,0.034631674,0.895409612,-3.692849696,Not Significant,Not Significant,Not Significant,Not Significant
PWP1,0.472572979,9.756630359,2.181054871,0.034717193,0.895409612,-3.694109903,Not Significant,Not Significant,Not Significant,Not Significant
SCARA3,1.520164161,8.653299376,2.176184667,0.035103273,0.895409612,-3.699759704,Significant,Significant,Not Significant,Not Significant
LSM6,-0.688271414,9.234467182,-2.174088897,0.035270577,0.895409612,-3.702188168,Not Significant,Not Significant,Not Significant,Not Significant
OGFOD1,-0.517512686,8.397588389,-2.171948273,0.035442188,0.895409612,-3.704666873,Not Significant,Not Significant,Not Significant,Not Significant
NUPR1,1.227289937,9.890719337,2.17169771,0.035462324,0.895409612,-3.704956894,Significant,Not Significant,Not Significant,Not Significant
AIDA,-0.569749867,10.82998715,-2.169355608,0.035651027,0.895409612,-3.707666665,Not Significant,Not Significant,Not Significant,Not Significant
POLA2,-0.284953036,7.369727636,-2.167950855,0.035764633,0.895409612,-3.709290931,Not Significant,Not Significant,Not Significant,Not Significant
RAMP2,0.437644017,7.531931622,2.1660242,0.035920966,0.895409612,-3.711517425,Not Significant,Not Significant,Not Significant,Not Significant
HSPBP1,0.567819905,9.081296106,2.165589263,0.035956341,0.895409612,-3.712019852,Not Significant,Not Significant,Not Significant,Not Significant
OGFOD2,0.404969957,8.277100483,2.163380998,0.036136422,0.895409612,-3.714569662,Not Significant,Not Significant,Not Significant,Not Significant
TMEM115,0.48847757,8.045275873,2.163371316,0.036137213,0.895409612,-3.714580837,Not Significant,Not Significant,Not Significant,Not Significant
MRPS7,0.620082507,9.856033788,2.160165963,0.036400027,0.895409612,-3.718278604,Not Significant,Not Significant,Not Significant,Not Significant
HLTF,0.754523522,10.35991043,2.159082844,0.036489215,0.895409612,-3.719527222,Not Significant,Not Significant,Not Significant,Not Significant
AXIN1,0.45647239,9.061404598,2.157444503,0.036624487,0.895409612,-3.72141504,Not Significant,Not Significant,Not Significant,Not Significant
EIF2B1,0.561398625,10.29169077,2.157231223,0.03664213,0.895409612,-3.721660721,Not Significant,Not Significant,Not Significant,Not Significant
HMGCL,0.548923237,9.951602377,2.157230895,0.036642157,0.895409612,-3.721661099,Not Significant,Not Significant,Not Significant,Not Significant
SYT17,-1.025623661,7.994761927,-2.151210629,0.03714325,0.895409612,-3.728588715,Significant,Not Significant,Not Significant,Not Significant
ZNF34,-0.84661351,7.127981779,-2.151018594,0.037159333,0.895409612,-3.728809463,Not Significant,Not Significant,Not Significant,Not Significant
CAT,0.398002182,8.144001329,2.14827804,0.037389523,0.895409612,-3.731958224,Not Significant,Not Significant,Not Significant,Not Significant
RPL9,0.272315697,13.63523197,2.146054105,0.037577242,0.895409612,-3.734511281,Not Significant,Not Significant,Not Significant,Not Significant
MLXIP,0.480320664,7.494510687,2.143988356,0.037752353,0.895409612,-3.736881026,Not Significant,Not Significant,Not Significant,Not Significant
CTNND1,-0.425278868,10.2289167,-2.143394686,0.03780281,0.895409612,-3.737561755,Not Significant,Not Significant,Not Significant,Not Significant
SYNGR2,0.435042574,8.752857589,2.142384836,0.037888775,0.895409612,-3.73871938,Not Significant,Not Significant,Not Significant,Not Significant
ACTR10,0.51947756,10.88640013,2.139559914,0.038130168,0.895409612,-3.741955585,Not Significant,Not Significant,Not Significant,Not Significant
